relative_path|source_kind|source_repo|source_commit|source_path|size_bytes
testdata/ja4/pcap/chrome-cloudflare-quic-with-secrets.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/chrome-cloudflare-quic-with-secrets.pcapng|44236
testdata/ja4/pcap/CVE-2018-6794.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/CVE-2018-6794.pcap|7413
testdata/ja4/pcap/gre-erspan-vxlan.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/gre-erspan-vxlan.pcap|1271
testdata/ja4/pcap/gre-sample.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/gre-sample.pcap|7395
testdata/ja4/pcap/http1.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/http1.pcapng|263501
testdata/ja4/pcap/http1-with-cookies.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/http1-with-cookies.pcapng|2900
testdata/ja4/pcap/http2-with-cookies.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/http2-with-cookies.pcapng|2029316
testdata/ja4/pcap/ipv6.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ipv6.pcapng|3827
testdata/ja4/pcap/latest.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/latest.pcapng|90592
testdata/ja4/pcap/macos_tcp_flags.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/macos_tcp_flags.pcap|14147
testdata/ja4/pcap/quic-tls-handshake.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/quic-tls-handshake.pcapng|1780
testdata/ja4/pcap/quic-with-several-tls-frames.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/quic-with-several-tls-frames.pcapng|1780
testdata/ja4/pcap/single-packets.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/single-packets.pcap|6472
testdata/ja4/pcap/socks4-https.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/socks4-https.pcap|8032
testdata/ja4/pcap/ssh2-malformed.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ssh2-malformed.pcap|4128
testdata/ja4/pcap/ssh2-moloch-crash.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ssh2-moloch-crash.pcap|4128
testdata/ja4/pcap/ssh2.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ssh2.pcapng|395312
testdata/ja4/pcap/ssh.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ssh.pcapng|57284
testdata/ja4/pcap/ssh-r.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ssh-r.pcap|301297
testdata/ja4/pcap/ssh-scp-1050.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/ssh-scp-1050.pcap|1105105
testdata/ja4/pcap/sshv1.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/sshv1.pcap|28251
testdata/ja4/pcap/tcpdump-geneve.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tcpdump-geneve.pcap|9928
testdata/ja4/pcap/tls12.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tls12.pcap|611
testdata/ja4/pcap/tls3.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tls3.pcapng|980916
testdata/ja4/pcap/tls-alpn-h2.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tls-alpn-h2.pcap|3827
testdata/ja4/pcap/tls-handshake.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tls-handshake.pcapng|198844
testdata/ja4/pcap/tls-non-ascii-alpn.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tls-non-ascii-alpn.pcapng|2560
testdata/ja4/pcap/tls-sni.pcapng|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/tls-sni.pcapng|64736
testdata/ja4/pcap/v6.pcap|recovered|recovered-historical-artifact|not-authoritative-recovery|recovered/pcap/v6.pcap|28251
